facility_name,facility_type,county,latitude,longitude,open_year
Lilac Manor Rehabilitation and Nursing Center,nursing home,Monroe,43.154247,-77.586456,
Rochester General Wound Health Center,hospital,Monroe,43.193474,-77.584404,1847
Daniel Squire Oral D & T Center Mobile School-Based Dental Unit,clinic,Erie,42.955111,-78.821079,2023
Degraff Memorial Hospital-Skilled Nursing Facility,nursing home,Niagara,43.026154,-78.862457,1979
Elderwood at Lancaster,nursing home,Erie,42.892838,-78.684792,1989
Rosa Coplon Jewish Home and Infirmary Certified Home Health Agency,other,Erie,43.015245,-78.789439,2014
UR Medicine Primary Care - Bushnell's Basin,hospital,Monroe,43.057107,-77.466759,
Lockport Rehab & Health Care Center,nursing home,Niagara,43.153465,-78.6717,
The Highlands at Brighton,nursing home,Monroe,43.112316,-77.593231,
U.S. Care Systems Inc.,other,Oneida,43.079025,-75.277363,1992
Maplewood Nursing Home Inc,nursing home,Monroe,43.212967,-77.435051,
Manhattan Square Family Medicine,hospital,Monroe,43.155251,-77.59935,
GuildCare Buffalo,clinic,Erie,42.905473,-78.867984,2017
Hometown Health Centers,clinic,Schenectady,42.801613,-73.928093,1979
Neighborhood Health Center - Riverway,clinic,Erie,42.92731,-78.89719,2022
Complete Companion Care Llc,other,Oneida,43.06796,-75.60013,2017
The Inn at Menorah Park,other,Onondaga,43.040068,-76.076708,2014
Peregrine Crossgate,other,Albany,42.694981,-73.851014,1998
Penfield Place,nursing home,Monroe,43.129601,-77.486,
Bassett Healthcare Delanson,hospital,Schenectady,42.752457,-74.183372,1999
Absolutcare of Orchard Brooke,other,Erie,42.751299,-78.762707,1995
Judson Meadows,other,Schenectady,42.845599,-73.950802,2014
"Sterling Surgical Center, LLC",clinic,Erie,42.790737,-78.767036,2002
Fowler High School,clinic,Onondaga,43.043213,-76.173981,2006
Seneca Family Health Center,hospital,Seneca,42.90362,-76.8706,2022
Specialty Eye Surgery and Laser Center of the Capital Region,clinic,Albany,42.739939,-73.736204,2018
Elderwood at Wheatfield,nursing home,Niagara,43.092342,-78.906151,1995
Downtown Alcoholism Clinic,hospital,Erie,42.90863,-78.866753,1985
St. Mary's Health Center,hospital,Montgomery,42.954033,-74.2174,1998
Freedom Center of Buffalo,clinic,Erie,42.959568,-78.754906,2014
St. Mary's Medical Arts Building,hospital,Montgomery,42.953724,-74.21608,2012
FMS-Niskayuna Dialysis Center,clinic,Schenectady,42.815533,-73.891685,2013
Ellis Medical Arts Building,hospital,Schenectady,42.819191,-73.916618,1996
Outpatient Extension Clinic,hospital,Monroe,43.0874,-77.5459,
His Branches Inc,clinic,Monroe,43.142277,-77.642517,
MVHS Children's Health Center,hospital,Oneida,43.08334,-75.267899,1994
Promenade at University Place,other,Albany,42.676835,-73.82888,2018
Community Health Center of Buffalo Mobile Van,clinic,Niagara,43.13346,-78.76963,2017
Ellis Health Services Building,hospital,Schenectady,42.803593,-73.914639,2015
Internal Medicine Associates,hospital,Albany,42.672863,-73.748863,1993
Medina Memorial Hospital,hospital,Orleans,43.223637,-78.397141,
Genesee Valley Family Medicine-Lakeville,hospital,Monroe,42.833282,-77.69339,
Belvedere Home Care,other,Albany,42.652502,-73.749865,2009
Oneida County Health Department,clinic,Oneida,43.212868,-75.461769,1983
Monroe County Department of Health Clinics,clinic,Monroe,43.114513,-77.619347,
Endoscopy Center of Central New York,clinic,Onondaga,43.040112,-76.02179,2010
"Syracuse Endoscopy Associates, LLC",clinic,Onondaga,43.09115,-76.07448,2005
Menorah Park Home Care Agency,other,Onondaga,43.047031,-76.129704,2004
Loretto Health and Rehabilitation Center,nursing home,Onondaga,43.009064,-76.132774,1980
Western New York BloodCare,clinic,Erie,42.909561,-78.870934,
Pittsford Extension Clinic - UC,hospital,Monroe,43.102222,-77.53524,
St. Mary's Holland Circle,hospital,Montgomery,42.972889,-74.188789,1994
Balanced Care Licensed Home Care Agency,other,Albany,42.676835,-73.82888,2018
"Upstate Family Health Center, Inc.",clinic,Oneida,43.098187,-75.251693,2017
SMH Mobile Mammography Van,hospital,Monroe,43.12361,-77.62436,
The Terrace at Woodland,other,Oneida,43.264179,-75.465097,2009
St. Francis Park,other,Erie,42.754333,-78.826332,2020
Community Care Home Health Services,other,Monroe,43.16507,-77.6884,
Brothers of Mercy Nursing & Rehabilitation Center,nursing home,Erie,42.96611,-78.594223,
Evergreen Health,clinic,Erie,42.94842,-78.87957,2021
Jordan Health Link,clinic,Monroe,43.17028,-77.610596,1968
Loretto Heritage Apts.,other,Onondaga,43.009219,-76.132868,1997
Elderwood Village at Greece,other,Monroe,43.200206,-77.697494,
MVHS Whitesboro Medical Office,hospital,Oneida,43.118931,-75.287109,2001
E John Gavras Center,clinic,Cayuga,42.944103,-76.566963,1979
Ridgeplex Medical Group,hospital,Monroe,43.19812,-77.581932,
Elderwood at Hamburg,nursing home,Erie,42.730587,-78.833969,1985
Option Care,other,Erie,42.771463,-78.769897,2003
Teresian House Nursing Home Co Inc,nursing home,Albany,42.702076,-73.854187,
Mount View Assisted Living,other,Niagara,43.174129,-78.740523,2015
Elderwood Home Care At West Seneca,other,Erie,42.831645,-78.777705,2013
Edison Technical&Occupational Center,hospital,Monroe,43.177231,-77.669785,
Onondaga Center for Rehabilitation and Nursing,nursing home,Onondaga,43.079109,-75.997574,1983
Buffalo Hearing and Speech Center Inc,clinic,Erie,42.902245,-78.866837,1995
Unity Hospital Dialysis at Spencerport,hospital,Monroe,43.19656,-77.797677,1894
Charles T Sitrin Health Care Center Inc,nursing home,Oneida,43.05497,-75.228828,1989
At Home Solutions LLC,other,Onondaga,43.08318,-76.13013,2024
The Willows,other,Orleans,43.214986,-78.372757,1988
Cornerstone Surgery Center,clinic,Monroe,43.179969,-77.691449,
"Autumn View Health Care Facility, LLC",nursing home,Erie,42.760113,-78.832321,1983
Medical Associates of Penfield,hospital,Monroe,43.149612,-77.437121,
"Mount St. Mary's Ear, Nose and Throat Services",hospital,Niagara,43.0858,-78.944298,2011
Rotterdam - Schenectady Dialysis Center,clinic,Schenectady,42.786161,-73.912484,2016
"Buffalo Surgery Center, LLC",clinic,Erie,42.97723,-78.79146,2023
Dr. King Applied Sci Com Magnet Sch,clinic,Onondaga,43.035557,-76.144241,2002
Highlands Living Center,nursing home,Monroe,43.087677,-77.49865,
Whitney M Young Jr Health Center Inc,clinic,Albany,42.729271,-73.701023,2016
Upstate Home Care,other,Erie,42.952634,-78.708443,2004
Brookdale Williamsville,other,Erie,42.966904,-78.727088,1998
Elderwood Village at Bassett Park,other,Erie,42.996696,-78.728458,1983
"Mount View Assisted Living, Inc.",other,Niagara,43.174129,-78.740523,2015
Capital District Home Care Agency Llc,other,Albany,42.698996,-73.789568,2019
Little Falls Hospital West Winfield Health Center,hospital,Herkimer,42.885448,-75.182853,2019
Avon Family Medicine,hospital,Monroe,42.911144,-77.733391,
"Rome Memorial Hospital, Inc",hospital,Oneida,43.229935,-75.443466,1979
U.S. Renal Care Cheektowaga Dialysis Center,clinic,Erie,42.890629,-78.754417,2011
St. Peter's Breast Center - Washington Avenue Mammography,hospital,Albany,42.685863,-73.813545,2011
Niagara Dialysis Center,clinic,Niagara,43.112162,-78.990098,2015
Outpatient Extension Clinic - Lattimore,hospital,Monroe,43.118511,-77.624039,
East Hill Family & Pediatric Medicine,clinic,Cayuga,42.934586,-76.559364,2001
Gananda Family Practice,hospital,Wayne,43.123504,-77.319291,2009
The Grand Rehabilitation and Nursing at Chittenango,nursing home,Madison,43.049301,-75.869614,1989
Musculoskeletal Bldg,hospital,Monroe,43.113483,-77.59288,
Visiting Nursing Association of Western New York Inc,other,Erie,42.956619,-78.714821,1994
MVHS Rehabilitation and Nursing Center,nursing home,Oneida,43.099613,-75.275528,1996
FMS-Greece Dialysis Center,clinic,Monroe,43.18947,-77.700727,
U.S. Renal Care West Cheektowaga Dialysis,clinic,Erie,42.921596,-78.783651,2016
Seaway Dialysis,clinic,Monroe,43.196109,-77.590151,
FoltsBrook Center for Nursing and Rehabilitation,nursing home,Herkimer,43.026329,-74.984627,
St. Joseph's Hospital Health Center,hospital,Onondaga,43.055744,-76.149384,
Kingsway Arms Nursing Center Inc,nursing home,Schenectady,42.776417,-73.911423,
Hudson Park Rehabilitation and Nursing Center,nursing home,Albany,42.670933,-73.753693,1980
Buffalo Ambulatory Surgery Center,clinic,Erie,42.928459,-78.784119,1990
Nascentia Community Care,clinic,Onondaga,43.05442,-76.17263,2023
Family Health Center of Comm Mem Hosp,hospital,Madison,42.970061,-75.588417,1999
Woodcrest Commons,other,Monroe,43.063739,-77.650281,
Humboldt House Rehabilitation and Nursing Center,nursing home,Erie,42.921112,-78.848213,
Eddy Daybreak at Marjorie Doyle Rockwell Center,other,Albany,42.772724,-73.725082,1997
Buckley Landing Enriched Housing Site #6,other,Onondaga,43.131811,-76.163083,1992
Planned Parenthood of Central and Western New York,clinic,Onondaga,43.046837,-76.13382,1998
Loretto EHP #3 Nottingham,other,Onondaga,43.011369,-76.086122,1988
The Terrace At Woodland,other,Oneida,43.264179,-75.465097,2009
"Valley Residential Services, Inc.",other,Herkimer,43.045,-74.9586,2015
URMC Ambulatory Center,hospital,Monroe,43.113632,-77.607651,
Elderwood Assisted Living at Hamburg,other,Erie,42.718304,-78.829423,1998
Multispecialty Clinics of AMCH,hospital,Albany,42.653681,-73.774444,2019
Montgomery County Public Health Department,other,Montgomery,42.952957,-74.373684,1995
East Ridge Family Medicine,hospital,Monroe,43.195478,-77.589542,
Albany High School,clinic,Albany,42.666503,-73.782639,2021
Southside Elementary School #93,hospital,Erie,42.860371,-78.821693,2008
Hillcrest Spring Residential,other,Montgomery,42.95692,-74.18635,1985
Wayne Co Public Health Nursing Service,clinic,Wayne,43.065098,-77.028557,1979
Harden Blvd Health Center,hospital,Oneida,43.324615,-75.740028,1995
Brookdale Liverpool,other,Onondaga,43.126096,-76.233516,1983
Outpatient Oncology Clinic-Greece,hospital,Monroe,43.191257,-77.701546,
U C P and Handicapped Childrens Association of Syracuse Inc,clinic,Onondaga,43.078918,-76.145485,1979
Peregrine Senior Living at Orchard Park,other,Erie,42.790018,-78.766289,1999
U.S. Renal Care Amherst Dialysis,clinic,Erie,42.98148,-78.827171,2018
The Terrace At Newark,other,Wayne,43.019313,-77.094076,2009
St. Peter's Surgery And Endoscopy Center,clinic,Albany,42.686153,-73.814049,2002
Clinton Family Health Center,hospital,Monroe,43.170728,-77.608669,
Buffalo Homecare Inc.,other,Erie,42.897704,-78.875012,2019
Canterbury Woods,other,Erie,42.996504,-78.72287,1999
Wayne Medical Group - Orthopedics,hospital,Wayne,43.059635,-77.100792,2009
UHCC - Harrison,hospital,Onondaga,43.044216,-76.143906,1990
Community Wellness Partners Home Care,other,Oneida,43.073236,-75.342543,1995
UR Medicine Urgent Care - Webster,hospital,Monroe,43.19649,-77.49962,
Greenfield Health & Rehab Center,nursing home,Erie,42.895,-78.63205,1998
East High School,hospital,Monroe,43.159683,-77.564919,
Sleep Disorder/Pulmonary Function Testing Services,hospital,Monroe,43.113281,-77.597427,
At Home Solutions LLC,other,Erie,42.95556,-78.67934,2024
Elder One Silver Hills Medical Clinic,hospital,Wayne,43.026385,-77.09032,2016
MVHS Rome Medical Office,hospital,Oneida,43.230519,-75.443241,2018
Unity Internal Medicine at Cornerstone,hospital,Monroe,43.147102,-77.711349,
The Grand Rehabilitation and Nursing at Mohawk,nursing home,Herkimer,43.018436,-75.047272,
MVHS Barneveld Medical Office,hospital,Oneida,43.249338,-75.184014,2001
Bethany Gardens Skilled Living Center,nursing home,Oneida,43.236221,-75.452438,1991
"Mohawk Valley Home Care, Llc",other,Oneida,43.1023,-75.2732,2005
Hometown Health Centers at Schenectady High School,clinic,Schenectady,42.814745,-73.910538,2016
URMC Strong West,hospital,Monroe,43.220116,-77.944695,
Option Care,other,Monroe,43.089525,-77.613254,
NHC Mobile Health Unit - Say Yes Buffalo,clinic,Erie,42.950272,-78.88756,2019
Sisters of Charity Hospital - St. Joseph Campus,hospital,Erie,42.914642,-78.784241,
Schofield Certified Home Care,other,Erie,42.98788,-78.87671,2014
Wayne County Public Health - Mobile Extension Clinic,clinic,Wayne,43.06112,-77.0301,2025
Unity Dialysis at Chili,hospital,Monroe,43.098736,-77.763046,
Endoscopic Procedure Center,clinic,Onondaga,43.054997,-76.275626,2005
Port Byron Community Health Center,clinic,Cayuga,43.032402,-76.624367,2008
Starlight Pediatric Clinic,clinic,Monroe,43.111568,-77.616142,
Hospice and Palliative Care Inc,other,Oneida,43.070301,-75.344276,1985
Albany Medical Center Hospital Ambulatory Surgery Center - Niskayuna,hospital,Schenectady,42.802187,-73.898216,2019
KabaFusion HH,other,Onondaga,43.05812,-76.17542,1995
Eastman Dental Center-Mobile Dental Van #3,clinic,Monroe,43.124374,-77.622765,1917
Herman Badillo School #76,hospital,Erie,42.893997,-78.878899,1998
Pathways Methadone,hospital,Erie,42.937531,-78.834991,2005
Linden Medical Group,hospital,Monroe,43.125015,-77.516937,
"Stafkings Healthcare Systems, Inc.",other,Onondaga,43.100124,-76.189777,1995
Neighborhood Health Center Mattina,clinic,Erie,42.892193,-78.883812,2011
Strong Health Cardiac Rehab Program,hospital,Monroe,43.112175,-77.597466,
Linden Surgery Center,clinic,Monroe,43.126083,-77.516708,
Grant Middle School,clinic,Onondaga,43.07386,-76.148781,2012
Strong Psych Center O/P Services,hospital,Monroe,43.116367,-77.596542,
Outpatient Cardiology Clinic-Canal View,hospital,Monroe,43.09659,-77.58416,
Iroquois Nursing Home Inc,nursing home,Onondaga,42.995564,-76.12001,1992
Millard Fillmore Suburban Hospital,hospital,Erie,42.991219,-78.72982,1979
UHCC at Hill Medical,hospital,Onondaga,43.046757,-76.136467,2010
Visiting Nurses Home Care,other,Albany,42.67852,-73.79613,2003
Bassett Healthcare - Clinton,hospital,Oneida,43.049747,-75.380699,2011
Elderwood Assisted Living at Wheatfield,other,Niagara,43.090489,-78.907705,2011
"Visiting Nursing Association of Western New York, Inc",nursing home,Erie,42.956619,-78.714821,1994
Center for Ambulatory Surgery LLC,clinic,Erie,42.832264,-78.779503,2001
Ellis Cushing Medical Arts Building,hospital,Schenectady,42.805328,-73.917274,2012
Visiting Nurse Signature Care,other,Monroe,43.200653,-77.496015,
NFMMC Summit Park Mall Clinic,hospital,Niagara,43.084652,-78.94072,1991
Niagara Hospice Inc,other,Niagara,43.185364,-78.73307,1996
Seabury Woods,other,Monroe,43.13963,-77.741368,
Syracuse Home Association,nursing home,Onondaga,43.144634,-76.344734,1990
Renal Care of Buffalo,clinic,Erie,42.832264,-78.779503,2006
Central New York Dialysis Center,clinic,Onondaga,43.050674,-76.137817,2002
Planned Parenthood Utica Health Center,clinic,Oneida,43.094032,-75.246437,1999
"Independence Home Care Of New York, Inc.",other,Erie,43.015574,-78.696188,2018
"Central New York Infusion Services, Llc",other,Onondaga,43.039759,-76.059529,2002
All Metro Health Care,other,Monroe,43.15038,-77.565108,
Niagara Rehabilitation and Nursing Center,nursing home,Niagara,43.096687,-79.052055,1991
"Harris Hill Nursing Facility, LLC",nursing home,Erie,42.956268,-78.68856,1992
Brookdale Clinton,other,Oneida,43.038217,-75.359918,2000
"Elderone, An Affiliate Of Rochester Regional Health",other,Monroe,43.148182,-77.538613,
Community Health Center of Lockport,clinic,Niagara,43.17012,-78.69046,2012
UPSTATE Physical Therapy & Phlebotomy,hospital,Onondaga,43.055118,-76.272345,2020
"Rochester Regional Health Physical, Occupational & Speech Therapy",hospital,Monroe,43.197794,-77.578911,
"Professional Assistance For Seniors, Inc.",other,Monroe,43.18046,-77.69206,
Bertrand Chaffee Hospital,hospital,Erie,42.508575,-78.659103,
FMS-Brighton,clinic,Monroe,43.11843,-77.656571,
Heritage Home for Women,other,Schenectady,42.807722,-73.911185,1988
"Millview of Latham, LLC",other,Albany,42.788507,-73.741666,1985
Community Memorial Hospital - Hamilton Family Health Center,hospital,Madison,42.812443,-75.542588,2016
Elderwood Assisted Living at Tonawanda,other,Erie,42.98872,-78.88788,1993
Westside Academy at Blodgett,clinic,Onondaga,43.04467,-76.164642,2011
Firstlight Home Care,other,Erie,42.918968,-78.754377,2016
Ellis Hospital Bariatric Center,hospital,Schenectady,42.828289,-73.889351,2005
"Center for Disability Services, Inc.",clinic,Albany,42.656338,-73.805016,1979
FMS-Clinton Crossing,clinic,Monroe,43.112175,-77.597466,
Specialty Surgery Center of Central New York,clinic,Onondaga,43.082142,-76.175293,1999
"Allcare Family Services, Inc.",other,Erie,42.90133,-78.873231,1987
"Christian Health Service of Syracuse, Inc",clinic,Onondaga,43.060844,-76.093269,2012
Mercy Hospital of Buffalo,hospital,Erie,42.84853,-78.812859,
Hamilton Manor Nursing Home,nursing home,Monroe,43.215839,-77.695869,
River Ridge Living Center,nursing home,Montgomery,42.937553,-74.205254,1979
Tennyson Court,other,Erie,42.971119,-78.698846,2001
St. Elizabeth Med Grp-New Hartford,hospital,Oneida,43.073311,-75.291832,1999
Multispecialty Surgery Clinic of AMCH,hospital,Albany,42.6525,-73.774663,2018
Ellis Hospital,hospital,Schenectady,42.819839,-73.918747,
Syracuse Community Health Center Inc,clinic,Onondaga,43.03865,-76.15044,2023
"Schofield Home Health Care Services, Inc.",other,Erie,42.98788,-78.87671,1996
Hearing and Speech Center of Rochester Inc,clinic,Monroe,43.125015,-77.612144,1922
"Stafkings Healthcare Systems, Inc.",other,Onondaga,43.10018,-76.18979,1995
Crimson Ridge Meadows,other,Monroe,43.25066,-77.67513,
Cirrus Manor Home Care,other,Monroe,43.19175,-77.56354,
Unity Health at Pieters Family Life Center,hospital,Monroe,43.083706,-77.605209,
Bassett Healthcare Little Falls,hospital,Herkimer,43.043964,-74.847458,2006
OrthoNY Ambulatory Surgery Center - Albany,clinic,Albany,42.688889,-73.776093,2000
Brown Square Health Center,clinic,Monroe,43.170425,-77.627304,
Bassett Healthcare Herkimer,hospital,Herkimer,43.02787,-74.980324,1988
The Athenaeum of Skaneateles,other,Onondaga,42.94447,-76.418886,2008
Ellis Medicine Primary Care Glenville,hospital,Schenectady,42.860389,-73.934439,1996
Jericho Road Community Health Center,clinic,Erie,42.90933,-78.81906,2013
Wheatfield Commons,other,Niagara,43.062393,-78.828229,2017
Genesee Valley Dermatology,hospital,Monroe,43.09521,-77.61726,
St Camillus Residential Health Care Facility,nursing home,Onondaga,43.035419,-76.208199,
Perinatology Extension Clinic,hospital,Monroe,43.0658,-77.629601,
Lutheran Home Cottages,other,Oneida,43.055971,-75.361046,2019
UPSTATE C.A.R.E.,hospital,Onondaga,43.047562,-76.1436,2011
PACE Health Center Lackawanna,hospital,Erie,42.827366,-78.820946,2008
Father Baker Manor,nursing home,Erie,42.732235,-78.752365,1994
"Heathwood Assisted Living At Penfield, Inc.",other,Monroe,43.136965,-77.440144,
Strong Ties,hospital,Monroe,43.099594,-77.630249,
Niagara County Department Of Health,other,Niagara,43.098792,-79.049901,2012
CMH Rapid Care - Catskill,hospital,Herkimer,42.21347,-73.8791,2024
Elderwood Home Care At Wheatfield,other,Niagara,43.090489,-78.907705,2019
The Brook at High Falls Nursing Home and Rehabilitation Center,nursing home,Monroe,43.195732,-77.61779,
McAuley-Seton Home Care Corporation,other,Erie,42.89001,-78.86916,1988
RGH Mobile Mammography Coach,hospital,Monroe,43.079738,-77.582861,
Marjorie Doyle Rockwell Center,other,Albany,42.77505,-73.724399,1997
University Dialysis Center@Auburn,clinic,Cayuga,42.937199,-76.562523,1998
The Landing of Brighton,other,Monroe,43.116728,-77.582663,
Elderwood at Lockport,nursing home,Niagara,43.186798,-78.670219,
Deruyter Central School,clinic,Madison,42.758583,-75.890572,2003
Palmac Medical Center,hospital,Wayne,43.069183,-77.283424,1998
Wayne Medical Group,hospital,Wayne,43.057156,-77.001678,1998
Betsy Ross Rehabilitation and Nursing,nursing home,Oneida,43.232052,-75.466057,1998
Brighton Chemical Dependency 0/P,hospital,Monroe,43.105988,-77.576721,
CCOR,other,Monroe,43.15116,-77.560094,
Masonic Home,other,Oneida,43.086698,-75.189558,1979
Upstate Home Care,other,Onondaga,43.095632,-76.095053,2004
St. Joseph's Dialysis - Camillus,clinic,Onondaga,43.041546,-76.261375,2009
Penfield Family Medicine,hospital,Monroe,43.130775,-77.438194,
Accredo,other,Monroe,43.13363,-77.492374,
Elderwood at Grand Island,nursing home,Erie,43.039127,-78.979385,1989
"Maxim Of New York, Llc",other,Onondaga,43.052926,-76.172152,2004
Nursecore Of Albany,other,Albany,42.69507,-73.808319,2003
Auburn Rehabilitation & Nursing Center,nursing home,Cayuga,42.913609,-76.579185,1980
Elderwood Village at St. Gregory Court,other,Erie,42.99422,-78.72609,2022
Hearth Home Care,other,Onondaga,43.10421,-76.161915,2014
MVHS Medical Arts,hospital,Oneida,43.080158,-75.333626,2010
Franklin Educational Campus,clinic,Monroe,43.186954,-77.597588,
Lifecare Medical Associates,hospital,Seneca,42.907506,-76.833322,2020
Fonda Primary/Specialty Care Center,hospital,Montgomery,42.955029,-74.368238,2017
Delmar Center for Rehabilitation and Nursing,nursing home,Albany,42.625923,-73.802002,1991
Rochester Surgery Center,clinic,Monroe,43.120018,-77.509216,
Nascentia Home Aides,other,Onondaga,43.054255,-76.17259,1987
Pulmonary Medicine and Rheumatology Clinic of AMCH,hospital,Albany,42.653284,-73.773462,2018
"Cobbs Hill Manor, Inc.",other,Monroe,43.13718,-77.579778,
Elderwood Village at Colonie,other,Albany,42.735086,-73.768181,1983
Kensington OB/GYN,hospital,Erie,42.92717,-78.829224,2012
The Villages of Orleans Health and Rehabilitation Center,nursing home,Orleans,43.240555,-78.216614,
Rainier Grove at Cherry Ridge,other,Monroe,43.208538,-77.470936,
Sunrise Surgery Center,clinic,Erie,42.79275,-78.75561,2023
DeGraff Medical Park,other,Niagara,43.026154,-78.862457,1979
Planned Parenthood of Central and Western New York,clinic,Monroe,43.160461,-77.599838,1934
Waterville Residential Care Center,nursing home,Oneida,42.930527,-75.383545,1989
Allwel,other,Erie,42.95378,-78.86949,2009
Highland Cardiology at Red Creek,hospital,Monroe,43.065695,-77.62967,
St Anns Community,nursing home,Monroe,43.193474,-77.584404,
Crest Manor Living and Rehabilitation Center,nursing home,Monroe,43.069122,-77.441177,
Elderwood at Amherst,nursing home,Erie,42.977028,-78.813683,1989
Comprehensive Rehabilitation and Nursing Center at Williamsville,nursing home,Erie,42.965672,-78.751503,
UPSTATE Physical Therapy,hospital,Onondaga,43.032508,-76.193362,1992
Jewish Home of Central New York,nursing home,Onondaga,43.036987,-76.075798,
Dialysis Center of Rome,clinic,Oneida,43.20968,-75.46118,2021
Elderwood Village at Williamsville,other,Erie,42.960489,-78.757226,1999
Chestnut Commons PT & Rehab Center,hospital,Oneida,43.231152,-75.441368,1997
Trillium Health South,clinic,Monroe,43.118611,-77.612181,1989
Elderwood Assisted Living at Cheektowaga,other,Erie,42.888034,-78.745946,1996
Highland Family Medicine Extension,hospital,Monroe,43.142666,-77.599258,
Schenectady Cty Public Health Services,clinic,Schenectady,42.813297,-73.934082,1991
Hometown Health Centers Dental at State Street,clinic,Schenectady,42.80036,-73.92749,2021
Caregivers,other,Oneida,43.073383,-75.288623,2000
North Gate Health Care Facility,nursing home,Niagara,43.074463,-78.865974,1981
Parkwood Heights Senior Living Community,other,Wayne,43.061363,-77.313689,2012
Elderwood at Cheektowaga,nursing home,Erie,42.889259,-78.747017,1991
FMS - Westmere Dialysis Center,clinic,Albany,42.699524,-73.851347,2016
The Village at Penfield,other,Monroe,43.138133,-77.474005,
Adirondack Manor Home Care Agency,other,Oneida,43.108142,-75.170508,2000
"Buffalo Womenservices, LLC",clinic,Erie,42.936367,-78.842308,2005
CHCB-BFNC,clinic,Erie,42.89176,-78.85173,2023
Family Health Centers of Comm Mem Hosp,hospital,Oneida,42.930893,-75.380669,1991
New Dimensions In Health Care,clinic,Montgomery,42.940636,-74.194969,1996
Home Care Preferred,other,Wayne,43.044282,-77.111042,2001
Clifton Park Multispecialty Clinic,hospital,Albany,42.86418,-73.75747,2022
Ken-Ton Enriched Housing,other,Erie,42.985495,-78.872452,2020
Highland Women's Health - Culver,hospital,Monroe,43.161648,-77.565308,
Adolescent Drug & Alcohol Abuse Prg,hospital,Onondaga,43.05526,-76.09532,1988
Loretto EHP #1 Bernardine Apartments,other,Onondaga,43.008584,-76.139309,1981
UHCC - Madison Irving,hospital,Onondaga,43.045662,-76.137688,2010
Pediatric Specialties Clinic of AMCH,hospital,Albany,42.653125,-73.773889,2018
Eden Heights,other,Erie,42.666701,-78.833111,1990
The Nottingham Memory Care Residence,other,Onondaga,43.010868,-76.083694,2021
St. Mary's Johnstown Health Center,hospital,Montgomery,42.996929,-74.370659,1996
Willcare,other,Niagara,43.096062,-78.95089,2011
Goodcare Home Health Services,other,Erie,42.990085,-78.823181,2003
Sarah Jane Sanford Home,other,Montgomery,42.941499,-74.194285,1991
MVHS Immune Health and Prevention,hospital,Oneida,43.086555,-75.263031,2003
Bay Creek Medical Group,hospital,Monroe,43.194584,-77.501312,
Hcr/Hcr Home Care,other,Onondaga,43.09513,-76.08171,2016
Ken-Ton Family Care Center,hospital,Erie,42.95439,-78.86898,1991
UHCC-IHP,hospital,Onondaga,43.04525,-76.137703,2003
Eastman Dental - Mobile Van 5,clinic,Monroe,43.124359,-77.622768,1917
Home Instead,other,Schenectady,42.811936,-73.937313,2014
"Safire Rehabilitation of Northtowns, LLC",nursing home,Erie,42.980705,-78.829781,1980
Auburn Community Hospital,hospital,Cayuga,42.940811,-76.564758,
Elderwood Village at Fairport,other,Monroe,43.06725,-77.436434,
St. Margaret's Center,nursing home,Albany,42.645485,-73.77829,
Highland Hospital,hospital,Monroe,43.135769,-77.607544,1889
Schenectady County Public Health Services Lhcsa,other,Schenectady,42.813303,-73.934057,2005
Mercy Outpatient Clinic,hospital,Erie,42.849285,-78.813881,1995
Dialysis Clinic Inc,clinic,Albany,42.699154,-73.851128,2011
MVHS Town of Webb Health Center,hospital,Herkimer,43.764023,-74.842743,2013
Valley Health Services Inc,nursing home,Herkimer,43.025597,-74.998444,1984
GreenField Terrace,other,Erie,42.894205,-78.628321,1990
Little Falls Hospital,hospital,Herkimer,43.043964,-74.847458,1979
Evergreen Health (STI Testing and Treatment Center),clinic,Erie,42.944572,-78.813449,2019
Baptist Health Nursing and Rehabilitation Center,nursing home,Schenectady,42.836292,-73.954361,
Hospice Buffalo Inc,other,Erie,42.893028,-78.748116,1995
Elderwood Home Care At Cheektowaga,other,Erie,42.888034,-78.745946,2013
Rome Mem Hosp-1801 Black River Blvd,hospital,Oneida,43.235687,-75.436417,1996
All Metro Health Care,other,Erie,42.887814,-78.876293,2011
Outpatient Extension Clinic,hospital,Monroe,43.11914,-77.60857,
"The Brightonian, Inc",nursing home,Monroe,43.125744,-77.586365,
Strong Eastside Orthopedics & Rehab Clinic,hospital,Monroe,43.133602,-77.441673,
"Access To Home Care Services, Inc.",other,Cayuga,42.926471,-76.566262,2014
Utica Rehabilitation & Nursing Center,nursing home,Oneida,43.079891,-75.274467,
Mosaic Health Utica,clinic,Oneida,43.087986,-75.248878,2010
Watervliet Jr./Sr. High School,clinic,Albany,42.730493,-73.716832,2018
The Hearth at Greenpoint Senior Living,other,Onondaga,43.083122,-76.180158,1997
Westwood Commons Adult Home,other,Monroe,43.113329,-77.809681,
U.S. Renal Care Masonic Care Community Dialysis,clinic,Oneida,43.08906,-75.18953,2023
Onondaga County Department of Health,clinic,Onondaga,43.045815,-76.148727,1979
Sisters of Charity Hospital,hospital,Erie,42.92905,-78.849953,
Upstate Orthopedics Ambulatory Surgery Center,clinic,Onondaga,43.091747,-76.059219,2009
Ridgeway Internal Medicine,hospital,Monroe,43.18565,-77.70379,
Peregrine Shaker,other,Albany,42.673244,-73.754611,1998
